sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC14483,TRIP158,06-02-2024 13:51,2196,0.644,0.53,9.188,14.3,19.11134,72.89833
ACC14484,TRIP158,06-02-2024 13:52,2232,-0.828,4.692,9.775,8.2,19.06691,72.95942
ACC14485,TRIP158,06-02-2024 13:52,2268,0.233,0.468,9.526,5.1,19.0375,72.88716
ACC14486,TRIP158,06-02-2024 13:53,2304,0.478,0.608,9.836,4,19.15959,72.86507
ACC14487,TRIP158,06-02-2024 13:54,2340,0.949,0.957,9.729,1,19.09627,72.8998
ACC14488,TRIP158,06-02-2024 13:54,2376,0.412,0.909,9.364,0.4,19.01996,72.85018
ACC14489,TRIP158,06-02-2024 13:55,2400,-0.085,-0.213,9.79,0,19.03827,72.7992
ACC14490,TRIP159,06-02-2024 14:31,0,0.553,0.251,9.832,6,19.01825,72.86458
ACC14491,TRIP159,06-02-2024 14:31,39,0.074,0.263,9.942,6.4,19.12561,72.81394
ACC14492,TRIP159,06-02-2024 14:32,78,1.127,-0.099,9.874,7,19.13007,72.96732
ACC14493,TRIP159,06-02-2024 14:32,117,4.019,-0.115,9.701,13.5,19.06983,72.85482
ACC14494,TRIP159,06-02-2024 14:33,156,0.409,-0.037,9.891,18.1,19.10033,72.85151
ACC14495,TRIP159,06-02-2024 14:34,195,0.235,-0.279,9.8,25.8,19.03441,72.84921
ACC14496,TRIP159,06-02-2024 14:34,234,-0.041,-0.503,9.937,39.8,19.07291,72.87142
ACC14497,TRIP159,06-02-2024 14:35,273,0.753,-0.418,9.767,29.5,19.07982,72.83692
ACC14498,TRIP159,06-02-2024 14:36,312,0.885,0.125,9.631,34.3,19.08252,72.92816
ACC14499,TRIP159,06-02-2024 14:36,351,1.223,0.088,10.079,32.6,19.05074,72.83779
ACC14500,TRIP159,06-02-2024 14:37,390,0.745,1.225,9.719,32.4,19.03846,72.86474
ACC14501,TRIP159,06-02-2024 14:38,429,-0.51,-0.258,9.716,39.5,19.09052,72.79653
ACC14502,TRIP159,06-02-2024 14:38,468,0.247,0.277,9.869,30.4,19.02511,72.89719
ACC14503,TRIP159,06-02-2024 14:39,507,0.458,0.393,9.687,17.8,19.01423,72.99468
ACC14504,TRIP159,06-02-2024 14:40,546,-1.164,-0.312,10.287,25.2,19.01729,72.94039
ACC14505,TRIP159,06-02-2024 14:40,585,-0.471,0.688,9.618,44.6,19.12901,72.92889
ACC14506,TRIP159,06-02-2024 14:41,624,-0.094,0.41,9.864,31.7,19.07818,72.91594
ACC14507,TRIP159,06-02-2024 14:42,663,0.839,0.118,9.922,18.9,19.11177,72.91184
ACC14508,TRIP159,06-02-2024 14:42,702,-0.051,0.574,9.765,30.1,19.12811,72.91396
ACC14509,TRIP159,06-02-2024 14:43,741,0.19,0.414,9.967,44.6,19.034,72.87846
ACC14510,TRIP159,06-02-2024 14:44,780,0.537,0.516,9.806,33.8,19.14657,72.85337
ACC14511,TRIP159,06-02-2024 14:44,819,0.378,0.458,9.765,41.5,19.0475,72.89165
ACC14512,TRIP159,06-02-2024 14:45,858,-0.261,0.755,9.88,40.2,19.08309,72.92956
ACC14513,TRIP159,06-02-2024 14:45,897,-0.411,-0.06,9.907,44.1,19.11378,72.88434
ACC14514,TRIP159,06-02-2024 14:46,936,-1.007,0.627,9.553,31.6,19.10813,72.88528
ACC14515,TRIP159,06-02-2024 14:47,975,0.311,-0.023,9.576,33.5,19.03711,72.85271
ACC14516,TRIP159,06-02-2024 14:47,1014,0.773,-0.102,9.536,33.9,19.03985,72.87938
ACC14517,TRIP159,06-02-2024 14:48,1053,1.3,0.171,9.341,13.4,19.08759,72.87947
ACC14518,TRIP159,06-02-2024 14:49,1092,1.136,0.538,9.436,21.5,19.03857,72.81743
ACC14519,TRIP159,06-02-2024 14:49,1131,0.829,-0.214,9.748,25.1,19.11838,72.87049
ACC14520,TRIP159,06-02-2024 14:50,1170,-0.361,1.044,10.079,36.9,19.14836,72.89345
ACC14521,TRIP159,06-02-2024 14:51,1209,0.64,0.558,9.577,37.6,19.05234,72.84695
ACC14522,TRIP159,06-02-2024 14:51,1248,0.384,-0.01,9.559,33.5,19.03305,72.92524
ACC14523,TRIP159,06-02-2024 14:52,1287,0.06,-0.203,9.978,33,19.10855,72.88109
ACC14524,TRIP159,06-02-2024 14:53,1326,-0.375,-0.11,10.164,31.1,19.13758,72.92384
ACC14525,TRIP159,06-02-2024 14:53,1365,1.27,0.29,10.174,35.8,19.10608,72.92192
ACC14526,TRIP159,06-02-2024 14:54,1404,1.455,-0.027,9.835,33.1,19.04929,72.91104
ACC14527,TRIP159,06-02-2024 14:55,1443,0.947,-3.071,9.598,9.2,19.1658,72.95576
ACC14528,TRIP159,06-02-2024 14:55,1482,0.638,-0.6,9.663,44.2,19.13495,72.88059
ACC14529,TRIP159,06-02-2024 14:56,1521,0.94,-0.146,9.528,16.9,19.09779,72.93578
ACC14530,TRIP159,06-02-2024 14:57,1560,0.354,-0.458,9.907,21.3,19.04157,72.87873
ACC14531,TRIP159,06-02-2024 14:57,1599,-0.192,-0.488,9.692,39,19.04008,72.95789
ACC14532,TRIP159,06-02-2024 14:58,1638,1.179,-0.219,9.499,37.1,19.16317,72.89459
ACC14533,TRIP159,06-02-2024 14:58,1677,1.222,-0.287,9.753,31.8,19.17091,72.93877
ACC14534,TRIP159,06-02-2024 14:59,1716,4.405,0.274,9.817,29.1,18.96993,72.91857
ACC14535,TRIP159,06-02-2024 15:00,1755,-0.357,-0.19,9.747,44.6,19.10796,72.88129
ACC14536,TRIP159,06-02-2024 15:00,1794,0.182,0.015,9.428,33.4,19.10023,72.84175
ACC14537,TRIP159,06-02-2024 15:01,1833,-0.999,-0.316,9.76,43.5,19.12004,72.84703
ACC14538,TRIP159,06-02-2024 15:02,1872,2.921,-0.128,9.476,29.6,19.07901,72.84451
ACC14539,TRIP159,06-02-2024 15:02,1911,-0.47,-0.317,9.627,28,19.10554,72.99808
ACC14540,TRIP159,06-02-2024 15:03,1950,0.094,-0.747,9.438,35.4,19.12856,72.90925
ACC14541,TRIP159,06-02-2024 15:04,1989,-0.305,0.337,9.652,38.3,19.08516,72.85325
ACC14542,TRIP159,06-02-2024 15:04,2028,0.129,0.432,9.703,36.2,19.04602,72.97211
ACC14543,TRIP159,06-02-2024 15:05,2067,0.415,0.598,9.839,37,19.11616,72.93034
ACC14544,TRIP159,06-02-2024 15:06,2106,0.753,-0.015,9.542,31.3,19.00763,72.83326
ACC14545,TRIP159,06-02-2024 15:06,2145,-0.567,0.042,9.866,27.4,19.07465,72.88681
ACC14546,TRIP159,06-02-2024 15:07,2184,-2.098,0.478,9.887,24.6,19.1066,72.94456
ACC14547,TRIP159,06-02-2024 15:08,2223,1.265,-0.001,9.771,18.1,19.03243,72.97314
ACC14548,TRIP159,06-02-2024 15:08,2262,-0.329,-0.136,9.859,17,19.05041,72.91859
ACC14549,TRIP159,06-02-2024 15:09,2301,-1.01,3.502,9.491,11.6,19.07355,72.91517
ACC14550,TRIP159,06-02-2024 15:10,2340,-0.624,0.325,9.797,6.2,19.1751,72.90786
ACC14551,TRIP160,06-02-2024 06:12,0,0.857,0.669,9.652,1.7,19.02199,72.96855
ACC14552,TRIP160,06-02-2024 06:12,23,-0.407,0.453,9.687,9,19.17518,72.82013
ACC14553,TRIP160,06-02-2024 06:12,46,0.866,0.552,9.346,14.8,19.1333,72.97993
ACC14554,TRIP160,06-02-2024 06:13,69,0.228,1.321,9.29,17.8,19.0929,72.84667
ACC14555,TRIP160,06-02-2024 06:13,92,1.959,-4.158,9.681,23.4,19.06399,72.83569
ACC14556,TRIP160,06-02-2024 06:13,115,3.415,0.149,10.069,24.5,19.11934,72.86494
ACC14557,TRIP160,06-02-2024 06:14,138,0.427,0.025,9.934,31.8,19.03025,72.96493
ACC14558,TRIP160,06-02-2024 06:14,161,-3.606,0.297,9.829,32.2,19.03314,72.90676
ACC14559,TRIP160,06-02-2024 06:15,184,0.02,0.248,9.538,32.3,19.04429,72.79877
ACC14560,TRIP160,06-02-2024 06:15,207,1.654,-0.029,9.688,32.3,19.16511,72.90083
ACC14561,TRIP160,06-02-2024 06:15,230,-0.624,-0.174,9.724,32.3,19.14421,72.86165
ACC14562,TRIP160,06-02-2024 06:16,253,0.165,-0.136,9.505,32.3,19.14173,72.90141
ACC14563,TRIP160,06-02-2024 06:16,276,0.45,0.129,9.267,16.4,19.12247,72.96069
ACC14564,TRIP160,06-02-2024 06:16,299,-0.556,-0.148,9.889,29.5,19.1086,72.85507
ACC14565,TRIP160,06-02-2024 06:17,322,-0.271,0.34,9.615,23.8,19.05579,72.99726
ACC14566,TRIP160,06-02-2024 06:17,345,0.282,-0.076,9.663,27.5,19.07897,72.86759
ACC14567,TRIP160,06-02-2024 06:18,368,0.839,0.598,9.937,32.3,19.01703,72.8998
ACC14568,TRIP160,06-02-2024 06:18,391,4.917,1.148,9.82,24.3,19.10257,72.84494
ACC14569,TRIP160,06-02-2024 06:18,414,-0.28,-0.122,9.64,29.3,19.08519,72.84292
ACC14570,TRIP160,06-02-2024 06:19,437,0.601,-1.087,9.967,26.8,19.07064,72.83902
ACC14571,TRIP160,06-02-2024 06:19,460,0.021,0.027,9.64,28.7,19.06666,72.79763
ACC14572,TRIP160,06-02-2024 06:20,483,-0.094,0.139,9.601,26.9,19.07089,72.85974
ACC14573,TRIP160,06-02-2024 06:20,506,0.928,0.322,9.912,25.1,19.05746,72.96212
ACC14574,TRIP160,06-02-2024 06:20,529,-0.376,0.287,9.813,21.6,19.12305,72.94536
ACC14575,TRIP160,06-02-2024 06:21,552,0.053,0.413,9.576,32.3,19.08382,72.89845
ACC14576,TRIP160,06-02-2024 06:21,575,1.208,0.204,9.629,32.3,19.09257,72.94803
ACC14577,TRIP160,06-02-2024 06:21,598,0.422,0.716,9.458,9.2,19.00915,72.88824
ACC14578,TRIP160,06-02-2024 06:22,621,0.641,0.589,9.571,19.8,19.08537,72.78137
ACC14579,TRIP160,06-02-2024 06:22,644,0.714,0.442,9.42,18,18.97356,72.88092
ACC14580,TRIP160,06-02-2024 06:23,667,-0.544,-0.205,9.431,28.1,19.11978,72.96519
ACC14581,TRIP160,06-02-2024 06:23,690,0.376,0.6,9.759,14.4,19.07225,72.93295
ACC14582,TRIP160,06-02-2024 06:23,713,0.807,0.577,9.419,24.3,19.04626,72.87727
ACC14583,TRIP160,06-02-2024 06:24,736,0.936,-0.109,9.996,23.7,19.12661,72.96814
ACC14584,TRIP160,06-02-2024 06:24,759,-0.492,-0.315,9.739,23,19.04549,72.92349
ACC14585,TRIP160,06-02-2024 06:25,782,-0.392,-0.275,9.9,23.3,19.01595,72.94105
ACC14586,TRIP160,06-02-2024 06:25,805,1.281,0.532,9.821,29.1,19.0957,72.93757
ACC14587,TRIP160,06-02-2024 06:25,828,0.239,-0.231,9.744,18.6,19.1067,72.83338
ACC14588,TRIP160,06-02-2024 06:26,851,0.024,0.094,9.895,31.5,19.07142,73.00956
ACC14589,TRIP160,06-02-2024 06:26,874,0.423,0.1,9.624,26.3,19.04429,72.8433
ACC14590,TRIP160,06-02-2024 06:26,897,0.82,0.608,9.346,21.6,19.0746,73.01177
ACC14591,TRIP160,06-02-2024 06:27,920,-0.281,0.509,9.848,22.6,19.10572,72.94092
ACC14592,TRIP160,06-02-2024 06:27,943,0.733,-0.058,9.443,32.3,19.13226,72.9123
ACC14593,TRIP160,06-02-2024 06:28,966,-0.777,-0.83,9.793,12.4,19.0655,72.88211
ACC14594,TRIP160,06-02-2024 06:28,989,0.07,0.771,9.863,21.4,19.16127,72.94047
ACC14595,TRIP160,06-02-2024 06:28,1012,0.752,-0.532,9.545,17.7,19.053,72.90736
ACC14596,TRIP160,06-02-2024 06:29,1035,0.361,0.093,9.644,32.3,19.06112,72.87934
ACC14597,TRIP160,06-02-2024 06:29,1058,0.242,0.092,9.715,26.5,19.07441,72.91893
ACC14598,TRIP160,06-02-2024 06:30,1081,0.701,0.483,10.062,16.7,19.04752,72.88297
ACC14599,TRIP160,06-02-2024 06:30,1104,0.288,-0.322,9.686,20.9,19.15092,72.91954
ACC14600,TRIP160,06-02-2024 06:30,1127,0.716,0.128,9.641,19.1,19.0695,72.8686
ACC14601,TRIP160,06-02-2024 06:31,1150,-0.407,0.133,9.957,27.3,19.04158,72.83772
ACC14602,TRIP160,06-02-2024 06:31,1173,-1.55,0.889,9.844,20.5,19.01745,72.88743
ACC14603,TRIP160,06-02-2024 06:31,1196,1.643,0.009,9.748,26.6,19.07735,72.98119
ACC14604,TRIP160,06-02-2024 06:32,1219,0.827,-0.324,9.889,32.3,19.10003,72.8801
ACC14605,TRIP160,06-02-2024 06:32,1242,0.721,-0.02,9.648,20.6,19.10154,72.81401
ACC14606,TRIP160,06-02-2024 06:33,1265,0.132,0.419,10.144,26.7,19.08325,72.8691
ACC14607,TRIP160,06-02-2024 06:33,1288,-0.293,0.259,9.518,20.8,19.10254,72.82474
ACC14608,TRIP160,06-02-2024 06:33,1311,0.466,-0.248,9.694,26.6,19.14369,72.99532
ACC14609,TRIP160,06-02-2024 06:34,1334,0.621,-0.265,9.632,17.2,19.1595,72.95218
ACC14610,TRIP160,06-02-2024 06:34,1357,0.027,-0.133,9.705,31.5,19.13743,73.01101
ACC14611,TRIP160,06-02-2024 06:35,1380,0.398,0.49,9.689,22.2,19.03608,72.84482
ACC14612,TRIP160,06-02-2024 06:35,1403,0.076,0.645,9.368,32.3,19.03516,72.87755
ACC14613,TRIP160,06-02-2024 06:35,1426,-5.527,0.969,9.767,30.2,19.04375,72.85224
ACC14614,TRIP160,06-02-2024 06:36,1449,-0.053,0.093,9.634,27.4,19.09563,72.90234
ACC14615,TRIP160,06-02-2024 06:36,1472,-0.108,-0.214,9.678,18.7,19.12526,72.91156
ACC14616,TRIP160,06-02-2024 06:36,1495,0.257,0.663,9.692,16.3,19.14799,72.93935
ACC14617,TRIP160,06-02-2024 06:37,1518,-0.19,1.447,9.77,32.1,19.10321,72.9317
ACC14618,TRIP160,06-02-2024 06:37,1541,-0.108,0.067,9.544,32.3,19.10095,72.93631
ACC14619,TRIP160,06-02-2024 06:38,1564,0.005,-0.062,9.897,19.1,18.97762,72.8934
ACC14620,TRIP160,06-02-2024 06:38,1587,-0.24,0.205,9.736,21.4,19.07996,72.80425
ACC14621,TRIP160,06-02-2024 06:38,1610,0.572,0.485,9.544,17.9,19.07755,72.85345
ACC14622,TRIP160,06-02-2024 06:39,1633,0.604,0.216,9.691,25.2,19.15581,72.84094
ACC14623,TRIP160,06-02-2024 06:39,1656,0.449,0.539,9.332,18.9,19.17187,72.90266
ACC14624,TRIP160,06-02-2024 06:39,1679,0.462,0.316,9.837,27.9,19.02261,72.91925
ACC14625,TRIP160,06-02-2024 06:40,1702,1.524,-0.362,9.884,24.5,19.09993,72.9236
ACC14626,TRIP160,06-02-2024 06:40,1725,0.461,0.147,9.708,24.2,19.03678,72.84446
ACC14627,TRIP160,06-02-2024 06:41,1748,0.434,0.159,9.484,24,19.10526,72.90448
ACC14628,TRIP160,06-02-2024 06:41,1771,-0.223,-0.457,9.712,24.4,19.06076,72.9252
ACC14629,TRIP160,06-02-2024 06:41,1794,0.79,-0.063,9.633,23,18.99982,72.85199
ACC14630,TRIP160,06-02-2024 06:42,1817,-0.002,0.262,9.551,32.3,19.10116,72.83178
ACC14631,TRIP160,06-02-2024 06:42,1840,0.831,0.435,9.275,29.3,19.18429,72.79824
ACC14632,TRIP160,06-02-2024 06:43,1863,-1.108,0.425,9.369,32.3,19.14642,72.82713
ACC14633,TRIP160,06-02-2024 06:43,1886,-0.279,0.339,9.489,32.3,19.17694,72.87228
ACC14634,TRIP160,06-02-2024 06:43,1909,0.559,0.081,9.481,32.3,19.13661,72.85344
ACC14635,TRIP160,06-02-2024 06:44,1932,0.204,0.829,9.566,28.6,19.02767,72.91608
ACC14636,TRIP160,06-02-2024 06:44,1955,0.409,0.467,9.46,23.9,19.06971,72.89995
ACC14637,TRIP160,06-02-2024 06:44,1978,0.119,-0.015,9.388,18.6,19.11204,72.83469
ACC14638,TRIP160,06-02-2024 06:45,2001,0.183,-0.082,9.318,14.7,19.13886,72.85354
ACC14639,TRIP160,06-02-2024 06:45,2024,0.755,0.853,9.748,29.7,19.12375,72.78421
ACC14640,TRIP160,06-02-2024 06:46,2047,1.485,-0.281,9.647,30.1,19.07276,72.8868
ACC14641,TRIP160,06-02-2024 06:46,2070,0.018,1.362,9.723,19,19.06317,72.87126
ACC14642,TRIP160,06-02-2024 06:46,2093,1.274,0.239,9.47,32.3,19.04792,72.9083
ACC14643,TRIP160,06-02-2024 06:47,2116,0.04,0.274,9.85,30.5,19.00972,72.89047
ACC14644,TRIP160,06-02-2024 06:47,2139,0.582,0.536,9.787,5.1,19.10767,72.92284
ACC14645,TRIP160,06-02-2024 06:48,2162,0.011,0.248,9.949,18.4,19.12875,72.87899
ACC14646,TRIP160,06-02-2024 06:48,2185,0.353,-0.303,9.76,24.8,19.13716,72.8188
ACC14647,TRIP160,06-02-2024 06:48,2208,-0.711,0.357,9.862,21.1,19.19186,72.92207
ACC14648,TRIP160,06-02-2024 06:49,2231,1.13,1.023,9.837,18.5,19.06137,72.91242
ACC14649,TRIP160,06-02-2024 06:49,2254,1.052,0.108,9.87,21.6,19.02458,72.89064
ACC14650,TRIP160,06-02-2024 06:49,2277,0.315,0.337,9.734,19.7,19.18046,72.85748
ACC14651,TRIP160,06-02-2024 06:50,2300,1.032,-0.018,9.715,17.9,19.14522,72.79033
ACC14652,TRIP160,06-02-2024 06:50,2323,0.222,0.183,9.855,14.7,19.10453,72.85676
ACC14653,TRIP160,06-02-2024 06:51,2346,0.747,0.313,9.912,8.6,19.06359,72.90444
ACC14654,TRIP160,06-02-2024 06:51,2369,1.436,0.416,9.765,5.9,19.13125,72.83943
ACC14655,TRIP160,06-02-2024 06:51,2392,0.504,0.257,9.961,0,19.07707,72.91014
ACC14656,TRIP160,06-02-2024 06:52,2415,0.549,0.137,9.566,0,19.08605,72.86711
ACC14657,TRIP160,06-02-2024 06:52,2438,-0.042,0.504,9.393,0,19.14429,72.87814
ACC14658,TRIP160,06-02-2024 06:53,2461,0.446,0.678,9.51,0,19.09985,72.89413
ACC14659,TRIP160,06-02-2024 06:53,2484,-0.9,0.314,9.738,0,19.2105,72.90563
ACC14660,TRIP160,06-02-2024 06:53,2507,0.295,0.185,9.622,0,19.16494,72.95821
ACC14661,TRIP160,06-02-2024 06:54,2520,0.698,0.51,9.843,0,19.08226,72.86783
ACC14662,TRIP161,06-02-2024 07:30,0,0.139,-0.719,9.764,1.4,19.09946,72.81815
ACC14663,TRIP161,06-02-2024 07:30,37,-0.112,-0.47,9.631,9,19.04275,72.88252
ACC14664,TRIP161,06-02-2024 07:31,74,0.58,-0.353,9.506,10.8,19.10649,72.88674
ACC14665,TRIP161,06-02-2024 07:31,111,-0.908,-2.749,9.456,13.2,19.03269,72.87975
ACC14666,TRIP161,06-02-2024 07:32,148,0.92,0.405,9.898,15.6,19.00172,72.97615
ACC14667,TRIP161,06-02-2024 07:33,185,0.038,0.018,9.348,16.5,19.12391,72.88387
ACC14668,TRIP161,06-02-2024 07:33,222,0.194,0.563,9.537,21.1,19.09974,72.91663
ACC14669,TRIP161,06-02-2024 07:34,259,0.18,-0.47,9.751,25.4,19.0703,72.83598
ACC14670,TRIP161,06-02-2024 07:34,296,1.136,0.306,9.915,23.9,19.09277,72.82427
ACC14671,TRIP161,06-02-2024 07:35,333,0.695,-0.587,9.668,23.6,19.05441,72.91915
ACC14672,TRIP161,06-02-2024 07:36,370,-0.46,0.316,9.71,24.4,19.07512,72.91545
ACC14673,TRIP161,06-02-2024 07:36,407,3.098,0.785,9.842,25.1,19.06376,72.88204
ACC14674,TRIP161,06-02-2024 07:37,444,-0.022,-0.005,9.521,26,19.08985,72.87816
ACC14675,TRIP161,06-02-2024 07:38,481,0.754,-0.063,9.558,20.7,19.05869,72.8932
ACC14676,TRIP161,06-02-2024 07:38,518,0.251,0.179,9.906,21.6,19.10358,72.90449
ACC14677,TRIP161,06-02-2024 07:39,555,1.373,0.414,9.517,32.1,19.14526,72.81704
ACC14678,TRIP161,06-02-2024 07:39,592,0.824,0.326,9.642,33.7,19.13084,72.81609
ACC14679,TRIP161,06-02-2024 07:40,629,0.95,0.416,9.777,33.7,19.09072,72.80849
ACC14680,TRIP161,06-02-2024 07:41,666,-0.552,0.232,9.611,18.1,19.09135,72.94384
ACC14681,TRIP161,06-02-2024 07:41,703,1.254,0.243,9.607,15.1,19.10095,72.94
ACC14682,TRIP161,06-02-2024 07:42,740,-0.373,-0.349,9.842,24.1,19.17142,72.81103
ACC14683,TRIP161,06-02-2024 07:42,777,0.921,0.324,9.667,28.4,19.06599,72.89496
ACC14684,TRIP161,06-02-2024 07:43,814,-0.352,0.051,10.001,33.3,19.10381,72.74748
ACC14685,TRIP161,06-02-2024 07:44,851,-0.148,0.651,9.467,22,19.03763,72.85626
ACC14686,TRIP161,06-02-2024 07:44,888,0.044,0.313,9.48,22.3,19.04382,72.77779
ACC14687,TRIP161,06-02-2024 07:45,925,0.67,-0.184,9.716,24.2,19.05294,72.91311
ACC14688,TRIP161,06-02-2024 07:46,962,-0.295,-0.196,9.841,29.6,19.03673,72.86853
ACC14689,TRIP161,06-02-2024 07:46,999,-3.226,0.089,9.651,21.2,19.16889,72.91461
ACC14690,TRIP161,06-02-2024 07:47,1036,1.383,-4.856,10.084,24.7,19.13143,72.94511
ACC14691,TRIP161,06-02-2024 07:47,1073,0.878,0.108,9.536,18.9,19.08775,72.81713
ACC14692,TRIP161,06-02-2024 07:48,1110,0.515,0.534,9.886,33.7,19.19289,72.98988
ACC14693,TRIP161,06-02-2024 07:49,1147,0.432,0.286,9.576,18.8,19.20469,72.86159
ACC14694,TRIP161,06-02-2024 07:49,1184,1.146,0.393,9.972,33.7,19.11567,72.9383
ACC14695,TRIP161,06-02-2024 07:50,1221,4.615,-0.341,9.856,22.2,19.11656,72.87421
ACC14696,TRIP161,06-02-2024 07:50,1258,3.485,0.775,9.693,33.7,18.96317,72.80892
ACC14697,TRIP161,06-02-2024 07:51,1295,-0.587,-0.105,9.827,25.1,19.12128,72.83299
ACC14698,TRIP161,06-02-2024 07:52,1332,-0.061,0.446,9.851,31.6,19.17424,72.92415
ACC14699,TRIP161,06-02-2024 07:52,1369,0.514,0.369,9.588,23.4,19.12619,72.92712
ACC14700,TRIP161,06-02-2024 07:53,1406,-3.205,0.601,9.861,18.1,19.06686,72.91794
ACC14701,TRIP161,06-02-2024 07:54,1443,-0.158,-0.018,9.816,14.4,19.10561,72.82876
ACC14702,TRIP161,06-02-2024 07:54,1480,-4.8,0.104,9.518,24,19.18895,72.90786
ACC14703,TRIP161,06-02-2024 07:55,1517,-4.365,0.908,9.875,19.5,19.10322,72.86169
ACC14704,TRIP161,06-02-2024 07:55,1554,1.934,0.28,9.723,33.1,19.16513,72.91599
ACC14705,TRIP161,06-02-2024 07:56,1591,0.626,0.203,9.733,13.8,19.09348,72.83536
ACC14706,TRIP161,06-02-2024 07:57,1628,0.903,0.135,9.563,26.1,19.14545,72.8376
ACC14707,TRIP161,06-02-2024 07:57,1665,0.438,0.329,9.832,22.7,19.04157,72.90342
ACC14708,TRIP161,06-02-2024 07:58,1702,-2.373,0.432,10.064,20.5,19.07115,72.84873
ACC14709,TRIP161,06-02-2024 07:58,1739,0.668,-0.102,9.738,32.7,19.0742,72.8975
ACC14710,TRIP161,06-02-2024 07:59,1776,-0.298,0.959,9.666,21.2,19.01186,72.82328
ACC14711,TRIP161,06-02-2024 08:00,1813,-0.149,-0.193,9.517,19.3,19.05213,72.78163
ACC14712,TRIP161,06-02-2024 08:00,1850,0.116,0.812,9.687,26.2,19.0763,72.85967
ACC14713,TRIP161,06-02-2024 08:01,1887,-0.343,0.651,9.623,29.3,19.11476,72.87922
ACC14714,TRIP161,06-02-2024 08:02,1924,0.644,0,9.842,17.1,19.11174,72.87557
ACC14715,TRIP161,06-02-2024 08:02,1961,0.917,-0.099,9.298,15,19.055,72.93533
ACC14716,TRIP161,06-02-2024 08:03,1998,0.329,0.417,9.71,20.8,19.14225,72.84383
ACC14717,TRIP161,06-02-2024 08:03,2035,1.375,-0.142,9.47,27.7,19.05209,72.9902
ACC14718,TRIP161,06-02-2024 08:04,2072,-0.15,-0.012,9.986,22.9,19.07271,72.87824
ACC14719,TRIP161,06-02-2024 08:05,2109,0.111,0.124,9.526,8,19.13003,72.89836
ACC14720,TRIP161,06-02-2024 08:05,2146,-0.142,0.63,10.164,17.4,19.11388,72.84272
ACC14721,TRIP161,06-02-2024 08:06,2183,-0.385,-5.07,9.625,25.9,19.11043,72.90167
ACC14722,TRIP161,06-02-2024 08:07,2220,0.598,-0.238,9.496,25.6,19.02401,72.89143
ACC14723,TRIP161,06-02-2024 08:07,2257,0.532,-0.434,9.844,15.2,19.01517,72.91513
ACC14724,TRIP161,06-02-2024 08:08,2294,1.077,0.145,9.364,24.5,19.0816,72.86574
ACC14725,TRIP161,06-02-2024 08:08,2331,1.011,0.389,9.495,28.8,19.08778,72.85332
ACC14726,TRIP161,06-02-2024 08:09,2368,0.448,-0.122,9.674,33.7,19.17557,72.91893
ACC14727,TRIP161,06-02-2024 08:10,2405,0.797,0.258,9.388,20.9,19.05266,72.84367
ACC14728,TRIP161,06-02-2024 08:10,2442,0.671,0.577,9.441,17.9,19.15255,72.9375
ACC14729,TRIP161,06-02-2024 08:11,2479,0.11,0.807,9.975,23.1,19.0821,72.8828
ACC14730,TRIP161,06-02-2024 08:11,2516,0.555,0.029,9.701,17.8,19.07251,72.96016
ACC14731,TRIP161,06-02-2024 08:12,2553,-1.25,0.473,9.951,26.3,19.10488,72.8793
ACC14732,TRIP161,06-02-2024 08:13,2590,-2.49,0.133,9.714,28.5,19.08777,72.93674
ACC14733,TRIP161,06-02-2024 08:13,2627,0.582,-0.019,9.691,30.7,19.10286,72.7877
ACC14734,TRIP161,06-02-2024 08:14,2664,0.273,0.072,9.781,27.9,19.12533,72.92033
ACC14735,TRIP161,06-02-2024 08:15,2701,-4.651,1.367,9.767,24.4,19.11606,72.86258
ACC14736,TRIP161,06-02-2024 08:15,2738,0,0.624,10.346,20.3,19.14084,72.96036
ACC14737,TRIP161,06-02-2024 08:16,2775,0.91,0.394,9.411,19.4,18.96622,72.81138
ACC14738,TRIP161,06-02-2024 08:16,2812,-0.458,0.775,9.464,17.5,19.08989,72.88974
ACC14739,TRIP161,06-02-2024 08:17,2849,-0.026,0.502,9.207,17.1,19.07367,72.90723
ACC14740,TRIP161,06-02-2024 08:18,2886,1.184,-0.097,9.614,10.7,19.1148,72.99848
ACC14741,TRIP161,06-02-2024 08:18,2923,0.255,0.391,9.682,7.1,19.09359,72.94595
ACC14742,TRIP161,06-02-2024 08:19,2940,0.458,-0.182,13.376,6,19.1451,72.91376
ACC14743,TRIP162,06-02-2024 08:37,0,0.962,-0.071,10.254,4.2,19.03557,72.85392
ACC14744,TRIP162,06-02-2024 08:37,29,1.276,0.067,9.526,5.1,19.12399,72.81591
ACC14745,TRIP162,06-02-2024 08:37,58,0.633,0.339,9.543,7.5,19.07649,72.9084
ACC14746,TRIP162,06-02-2024 08:38,87,0.782,0.141,9.82,13.8,19.06543,72.96281
ACC14747,TRIP162,06-02-2024 08:38,116,0.616,3.952,9.598,18.2,19.13116,72.91344
ACC14748,TRIP162,06-02-2024 08:39,145,0.882,0.243,9.485,26.2,19.03599,72.89534
ACC14749,TRIP162,06-02-2024 08:39,174,0.388,-0.017,9.696,26.9,19.1045,72.85625
ACC14750,TRIP162,06-02-2024 08:40,203,0.456,0.078,9.48,29,19.13875,72.83481
