flag_id,trip_id,driver_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context
FLAG0491,TRIP079,DRV024,06-02-2024 20:22,1365,harsh_braking,low,0.691,0,0.311,pothole detected. Combined score 0.311.,Motion: harsh_braking | Audio: normal
FLAG0492,TRIP079,DRV024,06-02-2024 20:28,1680,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0493,TRIP079,DRV024,06-02-2024 20:41,2478,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0494,TRIP079,DRV024,06-02-2024 20:43,2625,swerve,low,0.752,0,0.338,moderate brake detected. Combined score 0.338.,Motion: swerve | Audio: normal
FLAG0495,TRIP079,DRV024,06-02-2024 20:50,3024,harsh_accel,low,0.68,0,0.306,swerve detected. Combined score 0.306.,Motion: harsh_accel | Audio: normal
FLAG0496,TRIP079,DRV024,06-02-2024 20:59,3591,swerve,low,0.52,0,0.234,swerve detected. Combined score 0.234.,Motion: swerve | Audio: normal
FLAG0497,TRIP080,DRV024,06-02-2024 21:14,36,swerve,low,0.317,0,0.143,swerve detected. Combined score 0.143.,Motion: swerve | Audio: normal
FLAG0498,TRIP080,DRV024,06-02-2024 21:20,360,harsh_accel,low,0.539,0,0.243,harsh accel detected. Combined score 0.243.,Motion: harsh_accel | Audio: normal
FLAG0499,TRIP080,DRV024,06-02-2024 21:22,504,swerve,low,0.384,0,0.173,swerve detected. Combined score 0.173.,Motion: swerve | Audio: normal
FLAG0500,TRIP080,DRV024,06-02-2024 21:27,792,harsh_accel,low,0.444,0,0.2,harsh accel detected. Combined score 0.2.,Motion: harsh_accel | Audio: normal
FLAG0501,TRIP080,DRV024,06-02-2024 21:35,1260,moderate_brake,low,0.221,0,0.099,moderate brake detected. Combined score 0.099.,Motion: moderate_brake | Audio: normal
FLAG0502,TRIP080,DRV024,06-02-2024 21:42,1728,harsh_accel,low,0.418,0,0.188,harsh accel detected. Combined score 0.188.,Motion: harsh_accel | Audio: normal
FLAG0503,TRIP080,DRV024,06-02-2024 21:47,2016,harsh_braking,low,0.466,0,0.21,harsh braking detected. Combined score 0.21.,Motion: harsh_braking | Audio: normal
FLAG0504,TRIP080,DRV024,06-02-2024 21:51,2232,harsh_braking,low,0.447,0,0.201,harsh braking detected. Combined score 0.201.,Motion: harsh_braking | Audio: normal
FLAG0505,TRIP081,DRV024,06-02-2024 22:18,0,swerve,low,0.239,0,0.108,swerve detected. Combined score 0.108.,Motion: swerve | Audio: normal
FLAG0506,TRIP081,DRV024,06-02-2024 22:20,162,moderate_brake,low,0.311,0,0.14,moderate brake detected. Combined score 0.14.,Motion: moderate_brake | Audio: normal
FLAG0507,TRIP081,DRV024,06-02-2024 22:22,288,harsh_accel,low,0.667,0,0.3,harsh accel detected. Combined score 0.3.,Motion: harsh_accel | Audio: normal
FLAG0508,TRIP081,DRV024,06-02-2024 22:31,792,harsh_accel,low,0.413,0,0.186,harsh accel detected. Combined score 0.186.,Motion: harsh_accel | Audio: normal
FLAG0509,TRIP081,DRV024,06-02-2024 22:33,918,harsh_braking,medium,0.858,0,0.386,harsh braking detected. Combined score 0.386.,Motion: harsh_braking | Audio: normal
FLAG0510,TRIP082,DRV025,06-02-2024 06:02,58,moderate_brake,low,0.313,0,0.141,moderate brake detected. Combined score 0.141.,Motion: moderate_brake | Audio: normal
FLAG0511,TRIP082,DRV025,06-02-2024 06:06,290,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0512,TRIP082,DRV025,06-02-2024 06:10,522,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0513,TRIP082,DRV025,06-02-2024 06:15,812,harsh_accel,low,0.563,0,0.253,swerve detected. Combined score 0.253.,Motion: harsh_accel | Audio: normal
FLAG0514,TRIP082,DRV025,06-02-2024 06:21,1160,harsh_accel,low,0.519,0,0.234,pothole detected. Combined score 0.234.,Motion: harsh_accel | Audio: normal
FLAG0515,TRIP082,DRV025,06-02-2024 06:28,1566,moderate_brake,low,0.331,0,0.149,moderate brake detected. Combined score 0.149.,Motion: moderate_brake | Audio: normal
FLAG0516,TRIP083,DRV025,06-02-2024 06:42,0,swerve,low,0.743,0,0.334,swerve detected. Combined score 0.334.,Motion: swerve | Audio: normal
FLAG0517,TRIP083,DRV025,06-02-2024 06:47,324,moderate_brake,low,0.142,0,0.064,moderate brake detected. Combined score 0.064.,Motion: moderate_brake | Audio: normal
FLAG0518,TRIP083,DRV025,06-02-2024 07:01,1188,harsh_braking,low,0.463,0,0.208,harsh braking detected. Combined score 0.208.,Motion: harsh_braking | Audio: normal
FLAG0519,TRIP083,DRV025,06-02-2024 07:04,1332,moderate_brake,low,0.323,0,0.145,moderate brake detected. Combined score 0.145.,Motion: moderate_brake | Audio: normal
FLAG0520,TRIP083,DRV025,06-02-2024 07:16,2040,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0521,TRIP084,DRV025,06-02-2024 07:36,0,swerve,low,0.677,0,0.305,swerve detected. Combined score 0.305.,Motion: swerve | Audio: normal
FLAG0522,TRIP084,DRV025,06-02-2024 07:43,450,harsh_braking,low,0.777,0,0.35,harsh accel detected. Combined score 0.35.,Motion: harsh_braking | Audio: normal
FLAG0523,TRIP084,DRV025,06-02-2024 07:48,756,harsh_braking,low,0.363,0,0.163,harsh braking detected. Combined score 0.163.,Motion: harsh_braking | Audio: normal
FLAG0524,TRIP084,DRV025,06-02-2024 07:56,1242,harsh_braking,low,0.674,0,0.303,swerve detected. Combined score 0.303.,Motion: harsh_braking | Audio: normal
FLAG0525,TRIP084,DRV025,06-02-2024 08:03,1620,harsh_braking,medium,0.854,0,0.384,harsh braking detected. Combined score 0.384.,Motion: harsh_braking | Audio: normal
FLAG0526,TRIP084,DRV025,06-02-2024 08:05,1782,swerve,low,0.209,0,0.094,swerve detected. Combined score 0.094.,Motion: swerve | Audio: normal
FLAG0527,TRIP084,DRV025,06-02-2024 08:08,1962,harsh_accel,low,0.59,0,0.266,harsh accel detected. Combined score 0.266.,Motion: harsh_accel | Audio: normal
FLAG0528,TRIP084,DRV025,06-02-2024 08:18,2538,harsh_accel,low,0.631,0,0.284,harsh accel detected. Combined score 0.284.,Motion: harsh_accel | Audio: normal
FLAG0529,TRIP085,DRV026,06-02-2024 06:25,0,harsh_accel,low,0.646,0,0.291,pothole detected. Combined score 0.291.,Motion: harsh_accel | Audio: normal
FLAG0530,TRIP085,DRV026,06-02-2024 06:31,377,swerve,low,0.53,0,0.239,swerve detected. Combined score 0.239.,Motion: swerve | Audio: normal
FLAG0531,TRIP085,DRV026,06-02-2024 06:34,551,conflict_moment,high,0.666,0.95,0.986,"swerve detected. elevated cabin audio (77 dB, 50s sustained). Combined score 0.986.",Motion: conflict_moment | Audio: conflict
FLAG0532,TRIP085,DRV026,06-02-2024 06:46,1260,swerve,low,0.149,0,0.067,swerve detected. Combined score 0.067.,Motion: swerve | Audio: normal
FLAG0533,TRIP086,DRV026,06-02-2024 07:04,0,swerve,low,0.481,0,0.216,swerve detected. Combined score 0.216.,Motion: swerve | Audio: normal
FLAG0534,TRIP086,DRV026,06-02-2024 07:12,522,harsh_accel,low,0.425,0,0.191,moderate brake detected. Combined score 0.191.,Motion: harsh_accel | Audio: normal
FLAG0535,TRIP086,DRV026,06-02-2024 07:24,1218,harsh_accel,low,0.373,0,0.168,harsh accel detected. Combined score 0.168.,Motion: harsh_accel | Audio: normal
FLAG0536,TRIP086,DRV026,06-02-2024 07:31,1624,harsh_braking,low,0.615,0,0.277,harsh braking detected. Combined score 0.277.,Motion: harsh_braking | Audio: normal
FLAG0537,TRIP086,DRV026,06-02-2024 07:37,2030,harsh_accel,low,0.383,0,0.172,moderate brake detected. Combined score 0.172.,Motion: harsh_accel | Audio: normal
FLAG0538,TRIP086,DRV026,06-02-2024 07:41,2275,conflict_moment,high,0.267,0.95,0.772,"moderate brake detected. elevated cabin audio (90 dB, 44s sustained). Combined score 0.772.",Motion: conflict_moment | Audio: conflict
FLAG0539,TRIP087,DRV027,06-02-2024 12:22,434,harsh_braking,low,0.808,0,0.364,harsh accel detected. Combined score 0.364.,Motion: harsh_braking | Audio: normal
FLAG0540,TRIP087,DRV027,06-02-2024 12:57,2573,swerve,low,0.142,0,0.064,swerve detected. Combined score 0.064.,Motion: swerve | Audio: normal
FLAG0541,TRIP088,DRV027,06-02-2024 13:13,60,swerve,low,0.774,0,0.348,moderate brake detected. Combined score 0.348.,Motion: swerve | Audio: normal
FLAG0542,TRIP088,DRV027,06-02-2024 13:27,930,swerve,low,0.672,0,0.302,moderate brake detected. Combined score 0.302.,Motion: swerve | Audio: normal
FLAG0543,TRIP088,DRV027,06-02-2024 13:32,1230,moderate_brake,low,0.25,0,0.113,moderate brake detected. Combined score 0.113.,Motion: moderate_brake | Audio: normal
FLAG0544,TRIP088,DRV027,06-02-2024 13:37,1500,swerve,low,0.527,0,0.237,moderate brake detected. Combined score 0.237.,Motion: swerve | Audio: normal
FLAG0545,TRIP088,DRV027,06-02-2024 13:45,1980,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0546,TRIP088,DRV027,06-02-2024 13:53,2460,harsh_accel,low,0.505,0,0.227,pothole detected. Combined score 0.227.,Motion: harsh_accel | Audio: normal
FLAG0547,TRIP088,DRV027,06-02-2024 13:59,2820,harsh_braking,medium,0.89,0,0.401,moderate brake detected. Combined score 0.401.,Motion: harsh_braking | Audio: normal
FLAG0548,TRIP088,DRV027,06-02-2024 14:05,3180,swerve,low,0.708,0,0.319,swerve detected. Combined score 0.319.,Motion: swerve | Audio: normal
FLAG0549,TRIP089,DRV027,06-02-2024 14:32,0,harsh_braking,low,0.784,0,0.353,swerve detected. Combined score 0.353.,Motion: harsh_braking | Audio: normal
FLAG0550,TRIP089,DRV027,06-02-2024 14:45,782,harsh_accel,low,0.424,0,0.191,harsh accel detected. Combined score 0.191.,Motion: harsh_accel | Audio: normal
FLAG0551,TRIP089,DRV027,06-02-2024 14:54,1377,harsh_braking,medium,0.894,0,0.402,harsh accel detected. Combined score 0.402.,Motion: harsh_braking | Audio: normal
FLAG0552,TRIP089,DRV027,06-02-2024 15:02,1836,harsh_braking,low,0.837,0,0.377,harsh accel detected. Combined score 0.377.,Motion: harsh_braking | Audio: normal
FLAG0553,TRIP089,DRV027,06-02-2024 15:10,2329,harsh_accel,low,0.28,0,0.126,harsh accel detected. Combined score 0.126.,Motion: harsh_accel | Audio: normal
FLAG0554,TRIP090,DRV028,06-02-2024 06:07,205,harsh_accel,low,0.503,0,0.226,harsh accel detected. Combined score 0.226.,Motion: harsh_accel | Audio: normal
FLAG0555,TRIP090,DRV028,06-02-2024 06:10,369,harsh_braking,low,0.62,0,0.279,harsh braking detected. Combined score 0.279.,Motion: harsh_braking | Audio: normal
FLAG0556,TRIP090,DRV028,06-02-2024 06:14,656,harsh_accel,low,0.623,0,0.28,harsh accel detected. Combined score 0.28.,Motion: harsh_accel | Audio: normal
FLAG0557,TRIP090,DRV028,06-02-2024 06:22,1107,moderate_brake,low,0.1,0,0.045,moderate brake detected. Combined score 0.045.,Motion: moderate_brake | Audio: normal
FLAG0558,TRIP090,DRV028,06-02-2024 06:40,2173,harsh_braking,low,0.782,0,0.352,harsh braking detected. Combined score 0.352.,Motion: harsh_braking | Audio: normal
FLAG0559,TRIP090,DRV028,06-02-2024 06:52,2911,harsh_braking,medium,0.943,0,0.424,harsh braking detected. Combined score 0.424.,Motion: harsh_braking | Audio: normal
FLAG0560,TRIP091,DRV028,06-02-2024 07:39,240,harsh_braking,low,0.588,0,0.265,harsh braking detected. Combined score 0.265.,Motion: harsh_braking | Audio: normal
FLAG0561,TRIP091,DRV028,06-02-2024 07:44,540,harsh_braking,low,0.436,0,0.196,harsh braking detected. Combined score 0.196.,Motion: harsh_braking | Audio: normal
FLAG0562,TRIP091,DRV028,06-02-2024 07:47,740,swerve,low,0.162,0,0.073,swerve detected. Combined score 0.073.,Motion: swerve | Audio: normal
FLAG0563,TRIP091,DRV028,06-02-2024 07:50,940,moderate_brake,low,0.1,0,0.045,moderate brake detected. Combined score 0.045.,Motion: moderate_brake | Audio: normal
FLAG0564,TRIP091,DRV028,06-02-2024 07:53,1080,moderate_brake,low,0.3,0,0.135,moderate brake detected. Combined score 0.135.,Motion: moderate_brake | Audio: normal
FLAG0565,TRIP092,DRV028,06-02-2024 08:06,95,harsh_braking,low,0.465,0,0.209,harsh accel detected. Combined score 0.209.,Motion: harsh_braking | Audio: normal
FLAG0566,TRIP092,DRV028,06-02-2024 08:13,532,harsh_accel,low,0.647,0,0.291,moderate brake detected. Combined score 0.291.,Motion: harsh_accel | Audio: normal
FLAG0567,TRIP092,DRV028,06-02-2024 08:19,855,harsh_braking,medium,0.95,0,0.427,moderate brake detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0568,TRIP092,DRV028,06-02-2024 08:27,1368,harsh_braking,low,0.777,0,0.35,moderate brake detected. Combined score 0.35.,Motion: harsh_braking | Audio: normal
FLAG0569,TRIP092,DRV028,06-02-2024 08:34,1748,harsh_braking,medium,0.899,0,0.405,harsh braking detected. Combined score 0.405.,Motion: harsh_braking | Audio: normal
FLAG0570,TRIP092,DRV028,06-02-2024 08:36,1919,harsh_braking,low,0.362,0,0.163,harsh braking detected. Combined score 0.163.,Motion: harsh_braking | Audio: normal
FLAG0571,TRIP092,DRV028,06-02-2024 08:45,2432,harsh_braking,medium,0.891,0,0.401,harsh braking detected. Combined score 0.401.,Motion: harsh_braking | Audio: normal
FLAG0572,TRIP092,DRV028,06-02-2024 08:49,2698,harsh_braking,medium,0.903,0,0.406,harsh braking detected. Combined score 0.406.,Motion: harsh_braking | Audio: normal
FLAG0573,TRIP093,DRV028,06-02-2024 09:23,35,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0574,TRIP093,DRV028,06-02-2024 09:31,525,swerve,low,0.707,0,0.318,swerve detected. Combined score 0.318.,Motion: swerve | Audio: normal
FLAG0575,TRIP093,DRV028,06-02-2024 09:38,910,harsh_braking,low,0.507,0,0.228,harsh braking detected. Combined score 0.228.,Motion: harsh_braking | Audio: normal
FLAG0576,TRIP093,DRV028,06-02-2024 09:45,1330,moderate_brake,low,0.339,0,0.153,moderate brake detected. Combined score 0.153.,Motion: moderate_brake | Audio: normal
FLAG0577,TRIP093,DRV028,06-02-2024 09:48,1540,moderate_brake,low,0.296,0,0.133,moderate brake detected. Combined score 0.133.,Motion: moderate_brake | Audio: normal
FLAG0578,TRIP093,DRV028,06-02-2024 09:52,1785,swerve,low,0.607,0,0.273,moderate brake detected. Combined score 0.273.,Motion: swerve | Audio: normal
FLAG0579,TRIP094,DRV028,06-02-2024 10:28,168,moderate_brake,low,0.315,0,0.142,moderate brake detected. Combined score 0.142.,Motion: moderate_brake | Audio: normal
FLAG0580,TRIP094,DRV028,06-02-2024 10:35,560,swerve,low,0.204,0,0.092,swerve detected. Combined score 0.092.,Motion: swerve | Audio: normal
FLAG0581,TRIP094,DRV028,06-02-2024 10:42,1008,conflict_moment,high,0.563,0.933,0.92,"harsh accel detected. elevated cabin audio (92 dB, 38s sustained). Combined score 0.92.",Motion: conflict_moment | Audio: conflict
FLAG0582,TRIP094,DRV028,06-02-2024 10:50,1456,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0583,TRIP094,DRV028,06-02-2024 10:52,1596,moderate_brake,low,0.321,0,0.144,moderate brake detected. Combined score 0.144.,Motion: moderate_brake | Audio: normal
FLAG0584,TRIP094,DRV028,06-02-2024 10:55,1764,swerve,low,0.774,0,0.348,swerve detected. Combined score 0.348.,Motion: swerve | Audio: normal
FLAG0585,TRIP094,DRV028,06-02-2024 11:06,2408,harsh_accel,low,0.68,0,0.306,moderate brake detected. Combined score 0.306.,Motion: harsh_accel | Audio: normal
FLAG0586,TRIP094,DRV028,06-02-2024 11:12,2772,moderate_brake,low,0.195,0,0.088,moderate brake detected. Combined score 0.088.,Motion: moderate_brake | Audio: normal
FLAG0587,TRIP094,DRV028,06-02-2024 11:15,2940,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0588,TRIP094,DRV028,06-02-2024 11:17,3108,harsh_braking,low,0.565,0,0.254,harsh accel detected. Combined score 0.254.,Motion: harsh_braking | Audio: normal
FLAG0589,TRIP094,DRV028,06-02-2024 11:22,3388,swerve,low,0.635,0,0.286,swerve detected. Combined score 0.286.,Motion: swerve | Audio: normal
FLAG0590,TRIP095,DRV029,06-02-2024 17:28,0,swerve,low,0.733,0,0.33,swerve detected. Combined score 0.33.,Motion: swerve | Audio: normal
FLAG0591,TRIP095,DRV029,06-02-2024 17:34,403,conflict_moment,high,0.494,0.95,0.894,"harsh braking detected. elevated cabin audio (88 dB, 46s sustained). Combined score 0.894.",Motion: conflict_moment | Audio: conflict
FLAG0592,TRIP095,DRV029,06-02-2024 17:43,930,harsh_accel,low,0.531,0,0.239,harsh accel detected. Combined score 0.239.,Motion: harsh_accel | Audio: normal
FLAG0593,TRIP095,DRV029,06-02-2024 17:46,1116,swerve,low,0.374,0,0.168,swerve detected. Combined score 0.168.,Motion: swerve | Audio: normal
FLAG0594,TRIP096,DRV029,06-02-2024 18:17,100,harsh_braking,medium,0.948,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0595,TRIP096,DRV029,06-02-2024 18:23,450,moderate_brake,low,0.314,0,0.141,moderate brake detected. Combined score 0.141.,Motion: moderate_brake | Audio: normal
FLAG0596,TRIP096,DRV029,06-02-2024 18:26,600,moderate_brake,low,0.213,0,0.096,moderate brake detected. Combined score 0.096.,Motion: moderate_brake | Audio: normal
FLAG0597,TRIP096,DRV029,06-02-2024 18:31,925,harsh_braking,low,0.797,0,0.359,harsh braking detected. Combined score 0.359.,Motion: harsh_braking | Audio: normal
FLAG0598,TRIP096,DRV029,06-02-2024 18:37,1275,harsh_braking,low,0.615,0,0.277,harsh braking detected. Combined score 0.277.,Motion: harsh_braking | Audio: normal
FLAG0599,TRIP096,DRV029,06-02-2024 18:42,1575,swerve,low,0.369,0,0.166,moderate brake detected. Combined score 0.166.,Motion: swerve | Audio: normal
FLAG0600,TRIP096,DRV029,06-02-2024 18:47,1900,harsh_accel,low,0.5,0,0.225,harsh accel detected. Combined score 0.225.,Motion: harsh_accel | Audio: normal
FLAG0601,TRIP096,DRV029,06-02-2024 18:51,2125,swerve,low,0.552,0,0.248,swerve detected. Combined score 0.248.,Motion: swerve | Audio: normal
FLAG0602,TRIP096,DRV029,06-02-2024 18:53,2275,harsh_braking,low,0.599,0,0.27,harsh braking detected. Combined score 0.27.,Motion: harsh_braking | Audio: normal
FLAG0603,TRIP096,DRV029,06-02-2024 18:58,2525,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0604,TRIP096,DRV029,06-02-2024 19:01,2725,moderate_brake,low,0.1,0,0.045,moderate brake detected. Combined score 0.045.,Motion: moderate_brake | Audio: normal
FLAG0605,TRIP096,DRV029,06-02-2024 19:03,2875,harsh_accel,low,0.294,0,0.132,harsh accel detected. Combined score 0.132.,Motion: harsh_accel | Audio: normal
FLAG0606,TRIP096,DRV029,06-02-2024 19:06,3025,harsh_accel,low,0.543,0,0.244,harsh accel detected. Combined score 0.244.,Motion: harsh_accel | Audio: normal
FLAG0607,TRIP096,DRV029,06-02-2024 19:09,3225,harsh_accel,low,0.431,0,0.194,pothole detected. Combined score 0.194.,Motion: harsh_accel | Audio: normal
FLAG0608,TRIP097,DRV030,06-02-2024 06:25,364,swerve,low,0.548,0,0.247,swerve detected. Combined score 0.247.,Motion: swerve | Audio: normal
FLAG0609,TRIP097,DRV030,06-02-2024 06:28,588,moderate_brake,low,0.213,0,0.096,moderate brake detected. Combined score 0.096.,Motion: moderate_brake | Audio: normal
FLAG0610,TRIP097,DRV030,06-02-2024 06:36,1036,swerve,low,0.478,0,0.215,swerve detected. Combined score 0.215.,Motion: swerve | Audio: normal
FLAG0611,TRIP098,DRV030,06-02-2024 06:58,465,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0612,TRIP098,DRV030,06-02-2024 07:01,651,moderate_brake,low,0.1,0,0.045,moderate brake detected. Combined score 0.045.,Motion: moderate_brake | Audio: normal
FLAG0613,TRIP098,DRV030,06-02-2024 07:04,806,harsh_braking,low,0.604,0,0.272,harsh accel detected. Combined score 0.272.,Motion: harsh_braking | Audio: normal
FLAG0614,TRIP098,DRV030,06-02-2024 07:17,1612,harsh_braking,low,0.818,0,0.368,harsh braking detected. Combined score 0.368.,Motion: harsh_braking | Audio: normal
FLAG0615,TRIP098,DRV030,06-02-2024 07:22,1860,harsh_accel,low,0.641,0,0.288,harsh accel detected. Combined score 0.288.,Motion: harsh_accel | Audio: normal
FLAG0616,TRIP099,DRV030,06-02-2024 07:56,210,swerve,low,0.567,0,0.255,swerve detected. Combined score 0.255.,Motion: swerve | Audio: normal
FLAG0617,TRIP099,DRV030,06-02-2024 08:08,945,moderate_brake,low,0.1,0,0.045,moderate brake detected. Combined score 0.045.,Motion: moderate_brake | Audio: normal
FLAG0618,TRIP099,DRV030,06-02-2024 08:12,1155,harsh_braking,low,0.408,0,0.184,harsh braking detected. Combined score 0.184.,Motion: harsh_braking | Audio: normal
FLAG0619,TRIP099,DRV030,06-02-2024 08:15,1365,moderate_brake,low,0.134,0,0.06,moderate brake detected. Combined score 0.06.,Motion: moderate_brake | Audio: normal
FLAG0620,TRIP099,DRV030,06-02-2024 08:23,1855,swerve,low,0.166,0,0.075,swerve detected. Combined score 0.075.,Motion: swerve | Audio: normal
FLAG0621,TRIP099,DRV030,06-02-2024 08:26,1995,harsh_accel,low,0.596,0,0.268,harsh accel detected. Combined score 0.268.,Motion: harsh_accel | Audio: normal
FLAG0622,TRIP099,DRV030,06-02-2024 08:40,2870,harsh_braking,medium,0.95,0,0.427,moderate brake detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0623,TRIP100,DRV030,06-02-2024 09:24,253,harsh_accel,low,0.697,0,0.314,harsh accel detected. Combined score 0.314.,Motion: harsh_accel | Audio: normal
FLAG0624,TRIP100,DRV030,06-02-2024 09:28,483,swerve,low,0.246,0,0.111,swerve detected. Combined score 0.111.,Motion: swerve | Audio: normal
FLAG0625,TRIP100,DRV030,06-02-2024 09:31,713,moderate_brake,low,0.315,0,0.142,moderate brake detected. Combined score 0.142.,Motion: moderate_brake | Audio: normal
FLAG0626,TRIP101,DRV030,06-02-2024 09:55,0,harsh_accel,low,0.501,0,0.225,harsh accel detected. Combined score 0.225.,Motion: harsh_accel | Audio: normal
FLAG0627,TRIP101,DRV030,06-02-2024 09:57,168,harsh_braking,low,0.682,0,0.307,harsh braking detected. Combined score 0.307.,Motion: harsh_braking | Audio: normal
FLAG0628,TRIP101,DRV030,06-02-2024 10:06,700,harsh_accel,low,0.621,0,0.279,harsh accel detected. Combined score 0.279.,Motion: harsh_accel | Audio: normal
FLAG0629,TRIP101,DRV030,06-02-2024 10:15,1232,harsh_braking,low,0.804,0,0.362,harsh braking detected. Combined score 0.362.,Motion: harsh_braking | Audio: normal
FLAG0630,TRIP101,DRV030,06-02-2024 10:20,1540,harsh_accel,low,0.665,0,0.299,harsh braking detected. Combined score 0.299.,Motion: harsh_accel | Audio: normal
FLAG0631,TRIP101,DRV030,06-02-2024 10:29,2044,harsh_braking,low,0.802,0,0.361,harsh braking detected. Combined score 0.361.,Motion: harsh_braking | Audio: normal
FLAG0632,TRIP102,DRV031,06-02-2024 17:22,0,swerve,low,0.724,0,0.326,swerve detected. Combined score 0.326.,Motion: swerve | Audio: normal
FLAG0633,TRIP102,DRV031,06-02-2024 17:26,279,swerve,low,0.281,0,0.126,swerve detected. Combined score 0.126.,Motion: swerve | Audio: normal
FLAG0634,TRIP102,DRV031,06-02-2024 17:28,403,moderate_brake,low,0.231,0,0.104,moderate brake detected. Combined score 0.104.,Motion: moderate_brake | Audio: normal
FLAG0635,TRIP102,DRV031,06-02-2024 17:33,713,moderate_brake,low,0.289,0,0.13,moderate brake detected. Combined score 0.13.,Motion: moderate_brake | Audio: normal
FLAG0636,TRIP102,DRV031,06-02-2024 17:36,899,swerve,low,0.179,0,0.081,swerve detected. Combined score 0.081.,Motion: swerve | Audio: normal
FLAG0637,TRIP102,DRV031,06-02-2024 17:44,1333,harsh_accel,low,0.411,0,0.185,harsh accel detected. Combined score 0.185.,Motion: harsh_accel | Audio: normal
FLAG0638,TRIP102,DRV031,06-02-2024 17:46,1457,swerve,low,0.514,0,0.231,swerve detected. Combined score 0.231.,Motion: swerve | Audio: normal
FLAG0639,TRIP102,DRV031,06-02-2024 17:49,1643,moderate_brake,low,0.266,0,0.12,moderate brake detected. Combined score 0.12.,Motion: moderate_brake | Audio: normal
FLAG0640,TRIP102,DRV031,06-02-2024 17:52,1829,conflict_moment,high,0.174,0.633,0.511,"swerve detected. elevated cabin audio (87 dB, 62s sustained). Combined score 0.511.",Motion: conflict_moment | Audio: conflict
FLAG0641,TRIP102,DRV031,06-02-2024 18:04,2542,harsh_braking,low,0.783,0,0.352,swerve detected. Combined score 0.352.,Motion: harsh_braking | Audio: normal
FLAG0642,TRIP103,DRV031,06-02-2024 18:28,96,swerve,low,0.613,0,0.276,harsh accel detected. Combined score 0.276.,Motion: swerve | Audio: normal
FLAG0643,TRIP103,DRV031,06-02-2024 18:32,352,swerve,low,0.538,0,0.242,swerve detected. Combined score 0.242.,Motion: swerve | Audio: normal
FLAG0644,TRIP103,DRV031,06-02-2024 18:38,672,swerve,low,0.741,0,0.333,swerve detected. Combined score 0.333.,Motion: swerve | Audio: normal
FLAG0645,TRIP103,DRV031,06-02-2024 18:41,864,moderate_brake,low,0.329,0,0.148,pothole detected. Combined score 0.148.,Motion: moderate_brake | Audio: normal
FLAG0646,TRIP103,DRV031,06-02-2024 18:45,1120,swerve,low,0.53,0,0.239,swerve detected. Combined score 0.239.,Motion: swerve | Audio: normal
FLAG0647,TRIP103,DRV031,06-02-2024 18:51,1440,swerve,low,0.636,0,0.286,swerve detected. Combined score 0.286.,Motion: swerve | Audio: normal
FLAG0648,TRIP103,DRV031,06-02-2024 18:54,1664,harsh_accel,low,0.263,0,0.118,harsh accel detected. Combined score 0.118.,Motion: harsh_accel | Audio: normal
FLAG0649,TRIP103,DRV031,06-02-2024 18:59,1952,swerve,low,0.624,0,0.281,swerve detected. Combined score 0.281.,Motion: swerve | Audio: normal
FLAG0650,TRIP103,DRV031,06-02-2024 19:09,2560,swerve,low,0.423,0,0.19,swerve detected. Combined score 0.19.,Motion: swerve | Audio: normal
FLAG0651,TRIP103,DRV031,06-02-2024 19:12,2752,swerve,low,0.741,0,0.333,swerve detected. Combined score 0.333.,Motion: swerve | Audio: normal
FLAG0652,TRIP104,DRV031,06-02-2024 19:33,126,harsh_accel,low,0.496,0,0.223,harsh accel detected. Combined score 0.223.,Motion: harsh_accel | Audio: normal
FLAG0653,TRIP104,DRV031,06-02-2024 19:39,504,harsh_braking,medium,0.871,0,0.392,harsh braking detected. Combined score 0.392.,Motion: harsh_braking | Audio: normal
